student,balance,income,default
0,731.5326563,43956.06008,0
0,350.0887921,44455.19952,0
0,418.8483454,36901.78333,0
0,533.2294652,39393.54248,0
0,95.29697413,32359.38903,0
1,1453.005932,15933.00211,0
0,352.644414,39404.74437,0
1,736.2389355,14107.99397,0
0,1306.484572,41224.62502,0
0,1149.145627,45194.79466,0
0,703.2268907,57679.27914,0
1,1360.800435,18864.30849,0
0,31.44508054,53287.3503,0
0,988.2144581,48570.36346,0
0,360.0190736,23927.54661,0
0,647.4835286,33226.27754,0
1,0,9816.789438,0
0,445.2418192,31974.62451,0
1,878.5420645,17496.74148,0
1,335.8341186,21759.87027,0
0,666.6088814,30438.46883,0
0,813.876647,40737.45978,0
0,836.3000716,54607.17874,0
0,967.4826837,33055.11027,0
1,2205.799521,14271.49225,1
1,1258.185219,11672.222,0
0,1239.801699,40107.17221,0
1,0,13760.29846,0
1,927.8877323,22473.37961,0
1,1390.030783,21299.09923,0
0,410.4977048,53471.21363,0
0,73.07654218,30681.73754,0
0,790.5977592,45303.10331,0
0,789.495097,32579.90021,0
0,791.3604221,46319.23612,0
0,479.042379,37255.88033,0
0,888.6132726,28899.79175,0
0,1284.386361,42831.95462,0
1,712.2763513,23341.95023,0
1,1290.620169,18408.04908,0
0,126.3626854,44280.92979,0
0,779.3762577,61158.88511,0
0,697.4909575,49476.7596,0
0,606.9746135,43610.03302,0
1,1802.903334,21411.42395,0
0,900.0853326,41276.56319,0
0,966.280288,33440.9793,0
0,671.0613596,35689.11187,0
0,171.559116,23505.99277,0
0,1482.4803,45260.6116,0
0,640.6627517,46464.56593,0
1,706.1610275,18078.35179,0
1,1774.694223,20359.50609,1
0,916.4993169,25768.40745,0
0,1271.270812,36053.50295,0
0,110.5729098,47339.10875,0
0,1747.258882,37819.28909,0
0,1889.59919,48956.17159,1
0,27.20139465,21051.84013,0
0,746.2297751,35159.85023,0
1,1899.390626,20655.2,1
1,813.9945655,20391.52895,0
0,499.4578151,38899.16046,0
0,853.1613317,36272.45178,0
0,474.7273191,32064.33511,0
0,1235.876113,35838.77702,0
0,620.6751526,44213.7701,0
0,220.0285698,37880.02965,0
1,1304.914299,18074.07542,0
1,1608.15256,22358.0467,0
0,256.4712276,37657.05592,0
1,1153.604998,19224.97523,0
0,771.8958745,31170.08528,0
1,1099.630422,17064.04283,0
0,782.8830297,40357.13343,0
0,444.2649062,35924.33879,0
0,504.0283787,24780.96124,0
0,1762.503402,42124.66007,0
1,850.0961166,18618.98791,0
0,1412.238721,40785.05977,0
0,715.4968296,47482.56538,0
0,1363.528599,55713.04161,0
0,493.2418898,42495.20308,0
0,1354.752537,33375.13169,0
1,571.293911,15416.26935,0
0,956.1513522,44086.70773,0
0,964.820253,34390.74604,0
0,552.634366,50513.16424,0
0,338.2662016,37767.23986,0
0,709.1233514,44041.63009,0
0,978.9782004,57839.05373,0
0,371.0101278,15702.70708,0
1,1572.856481,14930.17833,1
0,0,40150.21798,0
0,1964.476872,39054.58914,1
0,548.0377834,33605.64947,0
0,1257.055222,34045.00882,0
0,1189.918057,38016.8939,0
0,687.683759,39373.57975,0
0,845.6989658,39899.51268,0
1,957.6848338,19676.34565,0
0,233.5168463,43326.10538,0
1,1126.948744,14298.26457,0
1,488.8551765,15159.49485,0
0,767.9035598,44323.57966,0
0,561.9257991,31388.50565,0
1,1092.270013,17454.60184,0
0,71.788683,31965.74471,0
1,1839.143682,13625.39793,0
1,876.0007779,22474.57409,0
0,554.1078115,30357.02598,0
0,891.3178981,43945.04165,0
0,464.8363331,27324.89969,0
1,563.5426611,24082.03934,0
0,1530.353157,30003.81715,1
0,990.5670262,41690.25262,0
0,590.3997865,42769.20388,0
1,715.1641096,21153.51101,0
0,1540.377727,41852.07844,0
0,1243.326518,41639.68038,0
1,235.3284999,20909.70475,0
0,528.2543232,49394.34077,0
0,592.2538956,30731.2016,0
0,705.204972,42683.18724,0
0,456.515644,48195.77584,0
1,470.7175747,18052.105,0
1,1503.07513,10600.41354,0
0,1362.965595,44217.91604,0
0,908.7715737,45032.84599,0
1,1096.820272,16148.06001,0
0,369.2219425,47835.09105,0
0,673.399899,50256.29021,0
0,1038.500008,51173.14138,0
0,0,28762.92378,0
0,527.1940866,32431.11826,0
0,817.4693368,32974.42735,0
1,1549.042755,19702.29321,0
1,566.7137894,11853.95317,0
0,1496.056465,24935.91874,0
0,862.6566564,42844.834,0
0,1259.149418,31263.64108,0
0,1025.038833,43510.04964,0
1,703.2777871,14793.74268,0
1,1082.391497,15175.36121,0
0,910.4490235,44054.91642,0
1,996.5438622,16995.6604,0
0,353.778226,58514.31808,0
1,782.7108275,13300.29747,0
0,1716.595418,51056.86829,0
1,502.8986384,15153.96576,0
0,1033.468469,59203.96766,0
0,0,34925.36541,0
1,1087.083499,19263.76958,0
0,1047.244249,43899.75925,0
0,1056.927353,38367.86795,0
1,979.2244246,26010.8878,0
1,847.8187063,15978.63363,0
0,781.7712848,50958.79051,0
1,402.4888868,15904.05592,0
0,204.7401817,17534.29054,0
1,2022.674643,18336.74317,0
0,748.9370638,44186.61776,0
0,838.2756878,35917.49061,0
0,386.0160493,44694.03096,0
0,812.3992965,49623.10098,0
1,1809.926564,6985.135945,0
0,0,30360.54894,0
1,1328.183804,24688.47372,0
1,1464.936049,26716.68637,0
0,1200.565138,39718.69266,0
0,989.68642,27856.57706,0
0,870.7345799,35539.27022,0
1,1200.84739,19849.83141,0
1,1428.832047,23204.68146,0
0,0,33951.28873,0
1,359.4588665,21783.26949,0
0,265.6839498,40862.75401,0
0,1027.770532,44406.83691,0
0,729.0474335,35042.133,0
0,1042.80492,25867.14772,0
0,230.2305879,37875.61482,0
0,367.4660122,30611.27227,0
1,737.7053539,20863.79967,0
0,18.26128536,30349.46042,0
0,1257.760209,30834.77137,0
0,455.5215132,40907.39835,0
0,56.96756035,35458.48156,0
1,723.9319853,12213.03714,0
0,612.3831577,41379.76781,0
1,1220.177606,15308.12707,0
0,1222.347692,32363.37105,0
0,1165.491138,47684.21945,0
0,1642.819997,46856.94704,1
0,944.17356,56088.6838,0
0,749.6080039,41423.94117,0
0,370.3751868,31231.00784,0
0,1991.64912,42133.37318,1
0,773.9152266,44562.33812,0
1,817.2498113,20480.88706,0
0,1060.71622,50260.46437,0
0,1550.449264,56273.51361,1
1,454.4669622,15092.43931,0
1,1256.239325,17784.55894,0
0,1484.395393,36731.30869,0
1,1050.477328,12661.61163,0
0,986.4006189,45430.47221,0
0,717.341927,44266.37654,0
0,692.1432227,47038.09032,0
0,1328.892725,34710.06237,1
0,673.4681911,32930.06936,0
0,218.639297,48991.39538,0
0,1218.166966,43954.27749,0
1,13.51680255,19322.54503,0
1,531.4786999,21726.55897,0
0,165.5381517,33436.45574,0
1,1351.849722,25890.50399,0
0,107.282083,54143.96275,0
0,947.1935714,35604.11719,0
1,434.5602592,14812.64524,0
0,1020.06724,37458.87925,0
0,662.305318,31597.89762,0
1,754.4206129,20767.68302,0
0,289.4895757,44412.8951,0
0,198.0384092,36270.93812,0
1,516.0604917,16615.02196,0
0,697.563809,41755.39815,0
1,502.3247835,16947.42293,0
1,1459.687083,15575.41923,0
0,716.9987227,34418.26022,0
1,1037.972705,18324.03006,0
0,673.0161172,29735.9616,0
0,371.9217847,41099.77244,0
0,89.13495796,55604.60753,0
0,1273.280181,40895.28277,0
0,600.723303,18680.51677,0
0,905.0381646,40711.7989,0
0,1061.441562,54437.01032,0
0,1672.639248,46334.78776,0
1,883.7026456,19750.094,0
0,373.78033,53936.24178,0
0,1287.795187,52382.6647,0
0,1229.742571,48739.92739,0
1,510.613847,22457.05175,0
0,775.6301687,27205.85739,0
0,1152.982887,50206.57693,0
1,1303.66259,7986.000336,0
0,1675.278852,28244.50348,0
0,398.277733,30001.79506,0
1,739.9017594,25023.87386,0
0,226.4176965,32018.71363,0
0,1217.321712,25173.61961,0
0,639.8205582,29902.00199,0
1,883.1669769,12717.49223,0
0,2.287610953,38186.52427,0
0,419.6373477,55967.99317,0
1,1544.14025,11102.53474,0
0,1101.015018,32153.01359,0
0,1700.599913,30488.98341,1
0,311.8245869,48301.05966,0
0,442.8302223,55074.13083,0
0,728.8149601,17909.58107,0
0,278.8779025,37188.66837,0
0,758.7023275,36625.98955,0
0,620.3396794,22803.74103,0
1,1890.167411,18402.46488,0
0,0,28951.4519,0
1,1329.198842,23184.01555,0
0,1075.863772,44128.62826,0
0,618.5275092,54956.99054,0
0,1111.086576,27466.89368,0
0,864.0397435,45881.93021,0
0,895.2298096,48512.45564,0
1,954.0304337,21908.52716,0
0,947.6349327,46813.51631,0
0,267.3037277,23117.92867,0
1,1366.805783,23913.2088,0
0,624.7318835,38325.17376,0
0,13.67938267,25221.63767,0
0,785.8664857,44778.01578,0
1,1353.093846,18933.49619,0
0,480.3212639,25553.26285,0
0,0,29507.31325,0
1,1221.971243,17916.85609,0
1,1184.936523,25108.75671,0
1,478.5720556,27512.3449,0
0,221.6904619,34786.10135,0
0,578.3876217,41054.13866,0
1,1361.458432,19576.95713,0
1,977.8480956,19731.96099,0
0,1184.425245,36887.43997,0
1,1118.701039,21848.4429,1
0,1119.097245,37224.56781,1
0,776.3499793,31329.48485,0
0,1322.297091,51792.40237,0
0,878.0264576,27438.58512,0
0,1268.379515,16921.18088,0
0,0,32611.37307,0
0,0,37262.57409,0
1,366.7869573,25833.0631,0
0,747.5610364,39898.76909,0
0,1787.285144,37499.09355,0
1,1929.44698,14995.49217,0
0,987.142891,27961.31961,0
1,856.3573684,20758.21469,0
0,1101.149707,18153.84432,0
0,704.18452,31515.98168,0
0,555.6234367,40837.73164,0
0,1073.498261,44764.11055,0
0,1126.223023,32842.65237,0
1,649.7733186,15708.29638,0
0,977.657621,43743.49673,0
0,1049.889964,42637.51106,0
1,1383.566333,15764.34588,0
1,1095.46574,14065.16757,0
0,1089.371791,30224.59613,0
0,605.2209683,21792.32152,0
0,1033.885399,49262.04533,0
0,1604.720554,38186.98507,0
0,826.3270259,24679.71504,0
1,1176.146823,16670.68079,0
1,1275.023199,19937.09803,0
1,1290.28314,23538.94414,0
0,1133.474199,51414.49596,0
0,837.4125669,37400.49288,0
1,379.0821667,18280.36703,0
1,1134.166278,12453.36359,0
0,0,39120.08479,0
0,1491.174803,59394.38308,0
1,1695.359586,9582.941897,0
0,705.5733276,54589.23987,0
0,239.1933663,33743.22655,0
1,1183.710641,12428.61451,0
0,898.7618389,38267.08158,0
1,1524.2904,11719.59348,0
0,777.0237374,35115.01855,0
0,1394.795819,26074.93436,0
1,0,20476.15572,0
0,62.57157516,47946.76709,0
0,1981.451815,28127.89547,1
0,514.0540348,50053.26193,0
0,722.788039,53714.18607,0
0,152.8663042,33716.86406,0
0,293.1847729,35390.2876,0
0,0,38613.6205,0
1,645.3668572,17878.36431,0
1,1515.152833,26046.77208,0
1,767.4395055,18846.48922,0
1,491.8797471,21715.2263,0
0,0,41389.43527,0
0,0,34589.48806,0
0,509.1551641,40132.65921,0
1,965.5873701,16440.0997,0
1,1868.540072,20489.59811,0
0,403.4972058,41803.77816,0
0,593.1436251,37670.93502,0
0,0,44547.86555,0
0,742.2900159,39367.19331,0
1,1110.100457,13013.61057,0
0,771.5512953,49440.40129,0
0,624.3388915,42492.75307,0
1,499.9572298,22884.95257,0
0,1088.63752,60650.03613,0
0,1556.491928,49669.66887,0
1,797.0843357,23558.68308,0
0,415.9925026,38215.67804,0
1,538.2326812,26833.03963,0
1,1181.934702,21086.08201,0
1,836.0206886,9271.789924,0
0,104.4432151,46928.00549,0
0,564.2094786,53196.62302,0
1,804.5394022,25091.46077,0
0,1028.95364,21218.30352,0
0,748.7465837,8983.856902,0
0,66.63208073,28735.97411,0
0,452.8022289,48034.23771,0
1,798.4605101,27724.06575,0
1,1941.902928,23467.12697,0
0,1446.101012,22996.4323,0
0,761.0640983,61580.03413,0
0,1350.172728,43147.45558,0
0,380.9502006,36943.36199,0
1,1602.849607,15906.4668,0
0,147.6101155,37588.56261,0
0,0,36283.08013,0
1,733.0725124,18818.16738,0
1,1082.747976,26096.33703,0
0,779.6573003,40804.4757,0
0,994.1587122,65254.0758,0
0,769.1813741,50070.78155,0
1,684.0985191,4985.169113,0
0,442.5633017,27898.46539,0
0,1717.071593,38408.89092,1
0,0,36302.52844,0
0,1092.345865,44717.01258,0
0,497.3349541,35146.79877,0
1,1149.680655,16907.70074,0
0,1465.210164,58699.9832,1
0,565.3176042,41789.611,0
1,922.1378905,12224.18517,0
1,175.5993806,11510.05787,0
0,1024.946819,49675.56042,0
0,596.8854323,54091.62476,0
0,750.4104842,53084.90748,0
1,790.8700274,14183.97003,0
0,112.3278725,42386.04856,0
1,738.3944873,16093.28455,0
0,1157.855561,54419.80857,0
0,1213.243149,45149.51632,0
0,1339.626204,41656.00289,0
0,588.3124302,56520.96251,0
0,721.8081325,56375.72199,0
0,680.820719,43843.47412,0
1,815.4065709,12071.7625,0
0,1042.507112,37170.10905,0
1,663.2498681,20454.61655,0
1,1478.618545,18026.4711,0
0,337.756754,33655.57243,0
1,1273.55072,23126.6362,0
0,114.1797259,49562.98927,0
0,0,52295.60093,0
1,1516.317689,26377.59349,0
1,898.1146731,24164.7511,0
0,790.5905821,48219.59447,0
0,0,29072.72149,0
0,1273.24483,49136.4742,0
0,1279.200448,36063.11411,0
1,732.7193809,14568.74741,0
0,1763.579088,46227.07454,1
1,1280.418448,16310.90553,0
0,1529.937995,36912.8973,0
1,345.4676365,18251.49456,0
0,197.9894038,33723.98576,0
1,1770.969441,15975.5372,1
1,639.3719435,17037.0548,0
0,238.8146439,23526.71091,0
0,390.5558431,45338.35721,0
1,830.1715111,19476.58758,0
1,1378.876076,21613.57847,0
0,242.4034493,37364.42309,0
0,1236.547494,36211.49036,0
0,1063.774937,34914.27525,0
0,126.923179,33819.14332,0
0,758.4655013,38018.14569,0
0,908.9314586,68758.8784,0
0,558.5183424,46297.42541,0
0,1819.242333,36969.55252,0
1,1110.681744,19327.57504,0
0,723.2433747,43459.01185,0
0,972.031864,18510.94603,0
0,696.0144306,40741.42024,0
1,1178.248909,29362.60461,0
1,329.5585109,19371.81209,0
1,792.5292385,14546.30177,0
0,1246.037758,33691.72131,0
0,591.7607765,41670.25738,0
0,244.0811388,24854.24982,0
0,1038.54836,49944.86515,0
0,679.0745868,49488.56398,0
0,1061.415836,40585.22164,0
1,1268.240691,11914.57827,0
1,955.5336858,14736.72088,0
0,1115.82063,27882.80926,0
1,601.1632606,22029.19352,0
0,1097.600039,52286.43182,0
0,1042.783073,45982.96632,0
1,1321.443053,8624.110689,0
0,1052.39326,37637.65931,0
0,687.9517011,27604.07927,0
1,566.4605126,24828.26598,0
0,769.414224,35071.16654,0
0,955.1353421,26372.98582,0
0,643.4095265,28660.14017,0
0,0,42745.30201,0
0,437.6360626,45384.04745,0
0,1278.865642,34673.17099,0
0,1639.390572,30624.77593,0
0,891.6437373,36470.82834,0
1,316.4590483,18813.94021,0
0,622.9295074,48874.55577,0
0,107.2775268,42287.30286,0
1,990.5432158,12398.4906,0
0,0,45659.9957,0
0,0,33119.95533,0
0,591.2184873,35287.82458,0
1,928.0600783,21121.84483,0
0,304.5992239,40785.98918,0
0,235.9394977,31336.51012,0
1,1108.053518,10853.23094,0
0,687.306397,24563.75768,0
0,60.18603613,39864.86355,0
0,0,34648.9726,0
0,272.8932571,58730.57286,0
0,1531.716459,43930.4001,1
0,949.6086485,47702.57375,0
0,561.9161785,35080.57924,0
0,468.1325222,25231.34623,0
1,993.10817,12215.94682,0
0,0,31314.69509,0
1,759.4783692,12710.72092,0
0,1340.787209,36440.22832,0
1,1521.463396,15210.47407,0
0,133.7433443,30457.01637,0
0,780.1725692,51656.87406,1
0,839.9154583,22884.79302,0
0,913.5058729,36670.85422,0
0,924.8814415,35712.63791,0
0,1197.831505,54652.3093,0
0,49.2096659,30451.15286,0
0,970.7160966,48387.64862,0
0,783.0574005,54082.42408,0
1,465.0628886,20379.06209,0
0,0,39337.74998,0
1,732.2642676,21986.04545,0
0,576.0912613,37679.69859,0
1,588.9910563,16309.87545,0
0,863.1407178,43779.47785,0
0,857.575734,49675.37032,0
0,361.5017311,33674.89024,0
0,891.1554271,36023.08501,0
0,918.122206,44738.55603,0
0,1335.028018,21150.85594,0
0,421.4008434,39873.52174,0
1,743.6361445,18883.97151,0
0,773.7403725,41872.49476,0
0,731.3934722,45251.88192,0
0,964.1889227,36330.3946,0
1,350.0151843,17657.17266,0
0,1206.661362,37125.59135,0
0,1051.947573,52888.1851,0
0,454.7603707,45572.17248,0
0,932.6653075,42758.6007,0
0,535.7458465,36259.46376,0
0,241.8052522,41186.18281,0
0,1026.50671,42042.16794,0
1,187.6798856,18278.83397,0
0,197.5383215,58646.9278,0
0,585.7080883,43288.40038,0
1,1947.022401,12147.04641,0
0,829.5475975,39717.53761,0
0,196.9384595,35488.44888,0
0,591.863619,31438.77601,0
0,0,39742.10546,0
1,1008.291619,11939.29526,0
1,1052.227478,17410.75159,0
0,331.6805267,49756.17101,0
0,913.107204,29414.65218,0
1,561.3916122,21747.26318,0
0,246.955463,47692.89425,0
0,578.9786101,46304.71748,0
0,557.8087771,62352.84607,0
1,788.2517516,10418.18286,0
0,1060.807429,39174.05636,0
1,1247.907029,19816.72014,0
0,1184.360723,34259.9902,0
0,1024.578238,33071.54992,0
0,1080.291656,43367.89957,0
0,540.2790448,26267.15635,0
0,1448.835465,33835.73626,0
1,561.1940353,27421.11126,0
0,1191.480307,30040.57215,0
0,565.1389875,38202.58394,0
0,482.9821952,35845.19283,0
0,950.3500933,37486.24955,0
1,350.7029135,21235.36042,0
1,1551.023469,19027.50863,1
0,981.5962751,37747.91335,0
0,1442.129805,10921.61503,0
0,1060.33586,56607.25397,0
0,1154.890792,61794.34633,0
1,544.1397693,20056.82854,0
0,1137.175454,27588.93331,0
0,414.0840495,47811.41892,0
1,436.0083144,17504.44777,0
0,987.8147997,25809.98028,0
0,679.3918418,46603.54641,0
0,1377.772007,51633.32955,0
0,856.8119605,32437.13183,0
0,1036.676833,44923.80275,0
0,0,46826.80447,0
0,961.4720707,51936.75989,0
0,275.9880913,35622.82945,0
0,426.6935421,30769.34477,0
0,290.2519082,46214.15923,0
0,934.9697035,42325.74999,0
1,668.9911556,26342.04846,0
1,2004.727568,27136.53798,0
0,1312.86573,29938.25946,0
1,662.2735565,15092.05102,0
0,524.639806,36120.89226,0
1,1212.589568,21058.34866,0
0,961.3157694,30290.8065,0
1,1504.290178,13965.18604,1
1,613.656318,25040.48845,0
1,1233.343605,13402.07329,0
0,1221.385959,36961.31512,0
0,1217.056807,46256.78049,0
0,628.7576984,43205.1753,0
1,819.0973161,15957.94364,0
1,843.4934551,12710.02571,0
0,1173.559815,29141.36573,0
1,1195.590283,13329.5964,0
0,1202.883124,12288.12708,0
0,24.87182349,29316.97033,0
0,853.2414216,29484.05238,0
0,398.7757053,40223.90981,0
1,1521.172396,18149.88619,0
1,1160.221793,15941.05088,0
0,985.6140627,49948.46711,0
0,583.8207193,38215.96476,0
1,638.6919826,18148.30171,0
0,384.9977195,25380.70345,0
0,1050.764231,31558.89842,0
1,1871.938387,18077.48709,1
0,793.7617176,35157.73998,0
1,591.6606513,21790.50243,0
0,419.4764413,24001.5122,0
1,514.2838902,18185.4797,0
0,1027.895035,21551.61109,0
1,1029.681549,15977.32114,0
1,953.6263238,18363.0685,0
1,1463.337765,11579.15945,0
0,1172.459499,34690.13828,0
1,548.2728639,12048.82289,0
0,1752.883789,48250.10462,0
1,555.9206802,23909.70649,0
1,1560.931752,13621.56916,0
1,839.8835566,16883.33886,0
1,1112.817978,13634.90763,0
0,1309.253772,43278.05928,0
0,940.5908748,41560.47099,0
0,1019.248977,41195.37012,0
0,433.6690195,32904.69772,0
0,1015.115425,42050.46652,0
0,75.17766307,52765.97828,0
0,1050.316376,39585.62422,0
0,48.91185684,35155.17247,0
0,1721.64778,48236.12633,0
0,1607.35144,48700.84805,0
0,1180.447542,43914.41982,0
0,609.8771346,40875.94654,0
1,1054.200208,19440.97318,0
1,793.8204657,19074.03173,0
0,879.6756179,30021.38335,0
0,1237.647422,29151.23466,0
1,1412.764358,18234.45922,0
1,1174.716483,13025.76945,0
0,363.3448038,44325.78885,0
0,919.4857763,44928.18464,0
1,1195.05967,21648.65668,0
1,794.1377878,15721.79966,0
0,10.18881851,33776.82546,0
0,0,31083.22146,0
1,498.5059792,16967.61976,0
1,1227.161107,18459.41861,0
0,1902.612991,53394.07623,1
1,1059.204637,11742.37986,0
1,450.3053908,21177.61108,0
0,418.5398704,55002.73341,0
0,1070.480677,32939.36671,0
0,1306.770573,56640.63403,0
1,1315.337298,8431.175004,0
0,74.5334252,19146.24563,0
0,66.15233049,38927.12451,0
0,56.42071165,54217.33825,0
0,1056.596875,25123.85962,0
0,259.2375778,51355.37462,0
1,1143.692578,23500.90128,0
1,0,15682.0685,0
0,877.7939338,30239.72072,0
0,919.077555,45315.55745,0
0,94.93247587,27212.95124,0
0,333.3741889,29413.14899,0
0,197.9107165,30971.19725,0
0,624.910088,41047.55579,0
0,138.2522518,54406.50225,0
0,787.5517717,46185.552,0
0,1030.927564,36271.33456,0
0,1049.747643,30159.20989,0
0,0,35738.98757,0
1,1130.056787,18467.10219,0
0,795.5412235,51303.14014,0
1,1503.596238,18710.61448,0
0,436.1350124,46071.66052,0
0,800.7055933,36314.43633,0
1,1881.049952,16580.45056,1
1,1445.45803,18632.61606,0
0,1166.100236,23994.40391,0
0,163.7471037,38970.0289,0
0,0,46353.80212,0
0,1322.052937,47814.1742,0
0,1283.523253,61525.69618,0
0,1000.898434,43059.0486,0
0,249.860323,47602.1165,0
0,500.2221784,38991.01248,0
0,568.0944851,36374.43392,0
1,1047.085154,13714.27938,0
1,186.6683743,15976.63786,0
0,782.778332,39224.40927,0
0,388.5483505,18007.83296,0
1,842.5722263,17279.52182,0
0,556.1156313,44197.90846,0
0,1234.578618,48112.48054,0
0,412.8943419,42123.21721,0
0,683.3573938,29269.33352,0
0,872.2261716,48101.61169,0
0,415.7654285,24740.7536,0
1,1518.018809,16740.44308,0
0,254.3944552,44612.14757,0
0,1507.249195,24057.51794,0
0,900.5675031,40848.69179,0
0,595.1451336,46011.94663,0
1,163.9398231,21083.00451,0
0,389.6132519,43472.6743,0
1,1334.97118,14834.86429,0
1,1961.728657,17864.09925,0
0,1173.161493,36439.67873,0
0,1102.418242,23218.0838,0
0,1228.907919,46411.82006,0
0,1505.831475,29525.7494,1
1,1217.623913,21160.4293,0
1,843.159091,12042.89422,0
0,1004.532904,59403.93001,0
0,294.0629444,57500.11105,0
0,484.7234795,24569.56729,0
0,775.5561388,34586.25334,0
1,1339.312769,21031.85983,0
0,801.8550344,39156.62749,0
0,551.8871003,37573.14139,0
1,522.3811806,23440.06422,0
1,1237.454723,20660.46938,0
0,320.0059169,57563.48923,0
0,960.6700306,30093.72754,0
0,272.0195177,29773.60932,0
0,927.1659182,33781.81511,0
0,75.79525931,55189.68599,0
0,1285.851381,37635.95408,0
0,1471.775073,32478.04391,0
1,808.0147191,14485.46844,0
0,747.3535557,42900.02495,0
